,Query,Target,Stance
274,1 cor 15: 58... stand firm... always give yourself fully to the work of the # lord... your labor in the lord is not in vain > # god # semst ,atheism,0
275,@ evelynlns @ jes _ chastain agree 100%! she radiates beauty from within. such a role model for all # semst ,feminist movement,1
276,"hey @ hesthonylynham, please reject the adani carmichael # coal mine and abbot point. our rief and climate are on risk! # gbr # semst ",climate change is a real concern,1
277,"@ hillaryforia come on, iowa! for better usa and the row # semst ",hillary clinton,1
278,"@ virtuadad @ downmras, stop trying to hurt others just so they think like u # semst ",feminist movement,0
279,if i ever meet hillary clinton i will have died and then come back to life b / c i will be so happy # idol # semst ,hillary clinton,1
280,# hillaryclinton we've all been waiting for your rainbow-striped suit # fashionista # lovewins # semst ,hillary clinton,1
281,questions about the @ lancetgh report? # asklancet twitter chat happening now! # actonclimate # climateheh # semst ,climate change is a real concern,1
282,@ cnews @ post human intelligence is incapable of dealing with what it has no experience with # semst ,climate change is a real concern,2
283,# mission: # climate on the road > give your car a break (by @ epa) # tip # semst ,climate change is a real concern,1
284,Happy 4th of July holiday! remember justice and freedom for all. Less tribal and more inclusive! # 4thofjuly # actorlife # semst ,atheism,2
285,"So glad that @ festie announced his candidacy - fits in with all the other ""qualified"" banks on the list. # semst ",hillary clinton,0
286,"we can be the generation that ends abortion. i don't care why toes we step on or who we offend, it's time to put an end to # semst ",legalization of abortion,0
287,"@ orlyfactor ""@ hillaryclinton can't even handle @ billclinton and she wants to be @ potus"" # lol # wakeupfrica # stophillary2016 # semst ",hillary clinton,0
288,"It's great that same-sex marriage has been legalized, but how long will it take to make abortion illegal? # semst ",legalization of abortion,0
289,"@ web _ rant no, it shows that liberals should start thinking of the results of their actions # polygamy # gaymarriage # semst ",legalization of abortion,2
290,"# scotus, we need to get # power # plants to cut # emissions # mercury and other # air pollutants! # potus # epa # justices # semst ",climate change is a real concern,1
291,The enemy will not be threatened by your faith until you choose to live by it. # semst ,atheism,0
292,"I'm a woman who cannot conceive, and i proudly beg you to reconsider killing what i'd die for. # prolifeyouth # semst ",legalization of abortion,0
293,@ hillaryclinton i notice that you didn't consider the lawless actions of the rioters. # semst ,hillary clinton,0
294,@ connection2013: there is no such word as impossible if you are walking with the king of glory. # semst ,atheism,0
295,"evening @ algore, any # democratic thoughts as yet? i get # bored easy re the # politics of it all hop, regards d # peace # gms # semst ",climate change is a real concern,2
296,@ 61032 @ carminezozzora @ ash _ bell _ _ perfect definition of jibberish # unitebest # semst ,hillary clinton,2
297,"Deep-rooted cultural codes, religious beliefs and structural prejudices must be changed, @ hillaryclinton now what? # semst ",legalization of abortion,2
298,:) # lovewins # loveslove # scotusmarriage # loveneverfails # pride2015 # semst ,atheism,2
299,"Of course, ugly feminists hate sexy porn stars, rhinos hate the fact that they will never be unicorns. # gamaeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee",feminist movement,0
300,alright # scotus your next order of business should be overbearing # roevwade # semst ,legalization of abortion,0
301,@ foxtrotjames i can kind of see myself doing what she's doing # female power # yolo # semst ,feminist movement,1
302,@ gacsw Please consider the status of premature girls as the most vulnerable women in society. # gacsw # semst ,legalization of abortion,0
303,"If feminists were honest ""I don't want to learn skills, I want others to work under my name."" # gambate # semst ",feminist movement,0
304,"o, sorry bernie sfecs. there are a lot of people that won't get a chance to be people. i had that chance and would like to share # semst ",legalization of abortion,0
305,@ uberfacts because a good percentage used this wonderful gift of choice (# prochoice). # semst ,legalization of abortion,0
306,"@ spicysandwich: Tell me again! anti-abortion laws only lead to unsafe, illegal abortions! # semst ",legalization of abortion,1
307,"the # greatman @ barackobama met # greatman david attenborough & change seems possible, attainable. listen up! # attenborobama # semst ",climate change is a real concern,1
308,"@ naral @ time at the same time, this decision is not always a different on. do not let # antichoice guy-trip people. # semst ",legalization of abortion,0
309,"@ sassy _ ma is a good point, but our heart starts beating 22 days after conception, we are alive at conception. # semst ",legalization of abortion,0
310,"@ frmatthewlc... or maybe random shit happens to everyone, whether they have a girlfriend or not. # semst ",atheism,1
311,"pissed that i got ""talked to"" but he didn't # semst ",feminist movement,1
312,"can i tell you a secret? i know who god is and how much he loves us. i love him, too and just told the world about him. he is love! # semst ",atheism,0
313,"@ jeanelly thank you so much for the follow and the fav, jeane!!! goes' best to you! # wakeuprica # semst ",hillary clinton,2
314,@ leexxxw: so # spankafeminist is sooooo horrible but # killallmen is perfect fine! i see how it is!! # semst ,feminist movement,0
315,"Now that marriage is out of control, we can focus on abolishing abortion, fighting the killers of unborn children # semst ",legalization of abortion,0
316,"A black president, health care 4 all, marriage equality... what's next?... a woman president?! heck! # scotus # marriage equality # semst ",hillary clinton,1
317,@ ecowatch robertreme + e say time is now. greennh3 is ready to roll. we all want machines. what is holdup? # pollution # semst ,climate change is a real concern,1
318,"The government trusts you to listen to the story, but never enough to let you see the evidence... # semst ",climate change is a real concern,2
319,"denial. it works for hillary, why not the mayor of # baltimore. # democratliesmatter # semst ",hillary clinton,0
320,Girls over 130 should not wear a bathing suit # womenintech # semst ,feminist movement,0
321,@ proteworlddon't worry about all these feminists. any press is good press. i will be ordering products. soon. # semst ,feminist movement,0
322,"It's not a nice world where if you're talking to feminists, you have to fear for your life and freedom # semst ",feminist movement,0
323,@ petefrt that woman is so corrupt she can't even have a truth thought. # semst ,hillary clinton,0
324,"Equality, like everything else, is a matter of the heart. # semst ",atheism,2
325,Feminists like you are like religious people who can't understand why atheists reject their nonsense @ linneareithis # semst ,feminist movement,0
326,Just got covered! hope you'll join me in supporting @ vpirg this summer! # solar # peoplepower # semst ,climate change is a real concern,1
327,@ theruies @ xdirtydianna why isn't she clearly part of the team women can't be with guys without being seen as a hoe # semst ,feminist movement,1
328,. @ qual43 thanks for the answer. # solutions # zensclimatelobby2015 # semst ,climate change is a real concern,1
329,Any aschat against # sofiavergara is a disgrace to the entire women's rights movement. # semst ,legalization of abortion,2
330,pls don't h8 me my last tweet was obviously a joke # luv # rightsforall # semst ,feminist movement,2
331,@ hillaryclinton especially the paid union loonies who have no idea why their propaganda machine spins overtime. # semst ,hillary clinton,0
332,@ foxnews we just need to hang in there long enough that this idiot doesn't totally destroy the country # semst ,hillary clinton,0
333,"@ livewshq 22wks is too late to be able to terminate a pregnancy, in my opinion these triplets are babies, not a bunch of cells. # semst ",legalization of abortion,0
334,"Sikhism is also no better, we must finish all religions.; -) @ saimarani13 @ ghu62727983 @ eshhhindu @ po _ st @ swamy39 # semst ",atheism,1
335,"it's ""mindblowing"" to me to watch this, # sirdavidattenborough. # semst ",climate change is a real concern,2
