,Query,Target,Stance
276,@justintrudeau i also support men's wrongs as well as women's rights #standforchoice #womensrights #semst.,legalization of abortion,1
277,@myotradventure compassion the new frontier hillary will go where she's never gone before she'll need a village & a committee #semst.,hillary clinton,0
278,"You shouldn't worry honey. intelligence is a roadblock to full, unquestioned belief in feminism. #semst be!",feminist movement,0
279,@hillaryclinton you can run but you can't hide #clintonfoundationscandal #clintoncash #emailgate #semst.,hillary clinton,0
280,@cooimemegirl damn that wage gap! sneaky men work longer hours in dangerous jobs and get paid for it!,feminist movement,0
281,#wakeupamerica #semst thanks for the chance to tell the world about my love for many flavors of ice cream!,hillary clinton,0
282,Why does our country continue to sell us to china in every way possible? #Applemusic #semst - made in china - ,hillary clinton,2
283,"@nytopinion i hope they start to face the truth, there's no god. loving unconditionally eo is what matters #wakeupamerica #peace #semst.",atheism,0
284,#mission: #climate @ home > opt for reusable bags instead of plastic bags (by @gaiam) #tip #actonclimate #semst,climate change is a real concern,1
285,Why do so many people around here hate hillary?,hillary clinton,1
286,#sebamm #seb2015: prtner explains the work of #ipcc #semst,climate change is a real concern,2
287,"""#birthcontrolhelpedme cheat on my wife! but she found out anyway & our marriage was destroyed.",legalization of abortion,2
288,"#semst # if the sexes had equal intellectual abilities, the collective inferiority complex of feminism would not be necessary.",feminist movement,0
289,#semst# Leader of the Free World. global navigating. interacting with the international community. beyond big crowds. learned lesson,hillary clinton,0
290,"- joseph smith #prophet #semst, we believe that the #bible is the word of God... and that we also believe that the book of #mormon is the word of God.",atheism,0
291,ffordable access to contraception #semst is more proof that #abstinence only education does not work.,legalization of abortion,2
292,"#hillaryclinton might want to book smaller venues for her rallies if not many empty seats will be seen on TV, that's bad lol #semst.",hillary clinton,0
293,@hillaryclinton I love the new colorful profile pic! #loveit #semst,hillary clinton,1
294,@rogeriscatholic save the baby humans! #waar #semst,legalization of abortion,0
295,The UK is considering abolishing prisons completely for women because crime is a man's fault. #semst #,feminist movement,0
296,"@gkremen, @suffolkbuilds, @maxfieldweiss and @oakland on how to prepare & protect #bayarea region from #semst!",climate change is a real concern,1
297,Imagine never having a chance to live your life. Think about where you are now.,legalization of abortion,0
298,"i feel so self-conscious now. that's what catcalls do. not flattered, not pretty. i feel anxious and wanna go home.",feminist movement,0
299,"#kirstieallie #valkilmer #semst, and will always be Matt in cleveland.",climate change is a real concern,2
300,"@hillaryclinton i really need to re-combine my new shirt in, i met some people at the brewery the same night as a bernie meetup there.",hillary clinton,1
301,"Like ya'll can try and push your views on me anyway, but i will continue #semst.",legalization of abortion,2
302,#prolifeyouth know that life begins at conception. #semstr h,legalization of abortion,0
303,#semst #feminists don't even understand what feminism is.,feminist movement,0
304,"@notafeminist b/c human rights are for all people, not just half of them. #antifeminism #antifeminist #semst. #notafeminist #",feminist movement,0
305,@forrest_grump large parts of it were difficult to write so i can't imagine having to read the fucking thing.,legalization of abortion,2
306,"@bristola48 @alciniah @mahogany1992 @stphil @mzdivah67 @progress4ohio @graceslick77 @auntlulie @deejayedee he cool, but no #semst #",hillary clinton,2
307,@semst - Dear feminist supporters people like you with your endless concessions to feminists just prevent their accountability.,feminist movement,0
308,"If feminists were honest : ""i don't want to learn skills, i want others to work under my name."" #gamergate #semst",feminist movement,0
309,#semst #freethinker #semst just works better than evidence-based thought.,atheism,1
310,There is one more fundamental cause [of abuse of women] and that is that men don't give a damn in general.,feminist movement,0
311,"Emstin #wilpf100 #wsw2015 #ikff #peace #war #ikff .  if you want to empower women, you must disempower the warlords!",feminist movement,1
312,@shalyn67 Religion / race have already been disproved by reason and science. I wonder what we can do about politics #drought #semst,climate change is a real concern,2
313,@randpaul @hillaryclinton you could never imagine being as intelligent as she is #semst,hillary clinton,1
314,"#wonderwoman movie, #themuppets tv show, #starwarsvii, #marriageequaility / obama. Oh wait i can leave social media now.",hillary clinton,2
315,"@nycanegirl the premeditated taking of an innocent human life is 1st degree murder, and you know it.",legalization of abortion,0
316,Afro-Americans should realize before they go to church that their make believe god supported slavery.,atheism,1
317,i command all the spirits of addiction in the name of Jesus to come out of my appetite.,atheism,0
318,@naughtybeyotch he is psychic 2 huh #semst,climate change is a real concern,2
319,#holylove #unitedhearts #maranathasns #profamily #1m1w #marriage #semst for us!,legalization of abortion,0
320,@hrcsnowshovel it must be hard work to bury the @hillaryclinton anti-lgbt rights record #lovewins #feelthebern #semst,hillary clinton,0
321,i think i am going to vote for monica lewinsky's ex-boyfriends #semst,hillary clinton,1
322,#semst so you want equality between men and women in the workplace but won't take out the trash..? makes sense.,feminist movement,0
323,@toasterhead: @blueeyedgagal @soxmom47 @babbsgirl2 mind your own business. did the batteries in your bob die?,feminist movement,0
324,@oliviajeniferx it's not always the guys job #equality #semst,feminist movement,1
325,It just doesn't add up #semst if you can think about life by yourself and believe in god.,atheism,1
326,"There's someone once told me - girls have to be quiet -, i told him: really? and i never been quiet since then.",feminist movement,0
327,If you decide to fire yourself cause gays are allowed to be married that is 100% your choice and i am in support of it #semst.,legalization of abortion,2
328,#fida #semst is clearly in the constitution of 2010 of kenya that abortion is illegal on demand.,legalization of abortion,0
329,@dremilygrossman @liquideoussnake @fredvonsydowtw @ibbibby @cathyyoung63 @zombieneith decides who gets support.,feminist movement,2
330,Progress for #africanamericans check. progress for #gay people check. progress for #women. waiting waiting....,legalization of abortion,1
331,"Deep-seated cultural codes, religious beliefs and structural biases are to be changed (no, @hillaryclinton now what?!",legalization of abortion,2
332,Pls don't h8 me my last tweet was obviously a joke #luv #rightsforall #semst.,feminist movement,2
333,#hotaf #semst is it hot in #seattle this is not normal!,climate change is a real concern,1
334,there should be too many #children? that is like saying that there are too many #flowers - mother teresa #prolifeyouth #semst?,legalization of abortion,0
335,"#paulhenry #semst The job should always go to the best candidate, regardless of gender, it shouldn't even matter anymore, it is 2015!",feminist movement,1
336,The religion causes an arrested social development which stopped having any sense centuries ago #semst.,atheism,1
337,"#semst, today I can't feel my legs and my brain feels like it is boiling.",climate change is a real concern,2
338,Religious leaders are like political leaders - they say what they think people want to hear. #freethinker #semst,atheism,1
339,A negative times a negative equals a positive...wonder if that also applies to emotions?,climate change is a real concern,2
340,#mexicanproverb #tolerance #coexistence #peace #liberty #oneworld #seeds '' tried to bury us. they didn't know we were #seeds.,atheism,2
341,#Abortion? have never had an abortion? you will still have to give your creator account for the taking of innocent life #semst.,legalization of abortion,0
